Delay,Flight,DayOfWeek,Time,Length,Airline_enc,AirportFrom_enc,AirportTo_enc
0,2282,3,520,115,16,89,132
0,1136,3,455,80,15,151,248
0,275,3,960,154,14,213,132
1,2420,3,450,98,5,194,14
0,3923,3,360,95,0,132,174
0,2674,3,990,64,17,151,150
1,930,3,1185,64,14,58,205
0,2720,3,1112,104,16,133,132
0,1746,3,475,142,14,170,212
0,491,3,1145,166,7,77,46
1,35,3,480,400,9,213,125
0,2958,3,440,65,15,11,73
0,4441,3,602,107,12,256,100
0,1684,3,1060,125,1,31,156
0,6384,3,420,135,11,132,69
1,1181,3,778,153,8,170,41
1,1391,3,930,69,5,33,156
0,2702,4,385,94,17,243,213
1,7136,3,497,75,6,131,156
0,2880,3,720,280,5,248,14
0,189,3,507,259,13,204,238
0,762,3,757,108,8,14,209
1,3669,3,1265,75,15,42,257
1,4146,3,780,89,0,145,268
1,2598,3,1050,115,16,132,169
1,119,3,721,89,8,14,271
0,1430,3,1050,68,5,83,216
0,6316,3,905,48,12,247,210
1,151,3,748,124,5,131,14
0,5281,3,1220,98,6,14,46
1,3046,3,740,68,12,181,82
1,1546,3,1100,60,15,228,43
0,62,3,632,45,2,146,252
1,10,3,1290,305,1,151,145
1,2133,3,900,76,14,33,156
0,1409,3,810,129,5,193,77
0,1868,3,615,125,1,78,14
1,5356,3,1310,51,6,14,50
0,2164,4,380,83,16,216,94
0,4329,3,1020,145,10,145,69
0,903,3,920,65,15,200,169
1,6273,3,623,58,12,247,109
1,629,3,760,95,5,76,83
0,4739,3,905,122,12,256,198
1,379,3,370,125,15,198,247
0,596,3,975,101,14,231,213
1,1267,3,875,65,1,170,180
1,1209,3,390,342,5,33,256
0,381,3,380,161,13,20,204
1,2416,3,440,180,1,151,78
1,2764,3,900,106,5,14,216
0,5098,3,971,81,6,14,135
0,2218,3,1125,85,16,94,229
0,2478,3,1130,102,16,118,94
0,644,3,895,70,15,150,42
0,638,3,735,162,14,78,213
1,6604,3,611,174,12,77,14
1,2413,3,565,200,1,78,151
0,5899,3,405,87,16,56,204
0,4100,3,420,110,10,279,204
0,5338,3,1007,77,6,155,174
0,703,3,420,227,3,145,255
0,474,3,775,120,1,78,14
0,4664,3,890,80,12,110,193
1,6468,3,1111,170,12,181,77
1,1624,3,600,138,8,170,212
0,598,4,420,120,15,169,77
0,4290,3,635,118,0,242,14
0,4373,3,605,104,0,83,40
0,2959,3,390,94,16,186,132
1,2509,3,920,191,5,83,78
1,467,3,884,121,8,43,14
1,1181,3,890,170,14,58,132
0,2198,3,540,95,15,263,56
0,1527,3,890,212,4,43,132
0,1099,3,460,143,14,212,144
0,904,3,550,122,3,204,145
0,6441,3,978,186,12,74,77
1,4529,3,380,156,12,201,256
0,2655,3,490,65,15,150,42
0,1171,3,460,170,14,58,132
0,220,4,385,84,14,238,213
0,1983,3,740,70,5,14,218
0,204,4,420,82,3,248,157
0,460,3,595,207,14,213,136
0,644,3,915,140,1,78,58
0,6692,3,611,46,12,151,238
0,4754,3,780,104,12,203,256
1,5932,3,1020,120,16,204,40
0,3004,3,445,160,10,77,151
0,2946,4,375,132,16,144,94
1,4056,3,940,119,0,193,246
1,262,3,960,51,9,125,140
1,7285,3,745,56,17,131,205
0,1501,3,435,190,5,33,14
0,913,3,330,72,14,229,58
0,2402,3,1045,165,1,16,204
0,908,4,315,96,14,271,58
0,4594,3,565,126,12,193,63
0,614,3,785,105,13,204,76
0,1985,3,430,230,1,212,255
0,2276,3,400,80,15,150,256
1,1434,3,1145,260,15,126,198
0,4212,3,495,63,0,149,83
0,4020,4,410,92,0,119,69
1,3918,3,1170,70,10,204,74
1,2298,3,1155,118,16,136,94
0,2706,4,375,85,15,89,16
0,103,4,375,131,7,193,77
0,2194,3,475,121,5,209,14
0,1763,3,826,174,5,76,193
0,96,3,1245,71,14,216,212
0,2683,3,554,102,17,205,58
1,1107,3,1030,311,5,212,256
0,1617,3,1016,215,1,76,78
0,5602,3,991,65,6,17,14
1,1352,3,535,55,1,78,200
0,1516,4,450,52,14,43,212
0,38,4,375,154,7,247,77
0,6269,3,1200,212,11,156,201
1,986,3,1145,75,15,253,259
1,4698,3,1200,65,10,76,228
1,5011,3,520,110,6,83,50
0,3656,3,1040,170,10,216,180
0,981,3,470,264,14,212,77
1,4968,3,1310,76,6,14,99
0,707,3,420,250,1,156,78
0,6920,3,547,49,12,63,77
0,3209,3,910,120,10,78,279
1,940,3,635,85,15,172,201
1,4607,3,630,142,12,256,169
0,521,3,780,60,15,263,172
0,205,4,364,33,9,199,125
1,1489,3,1030,105,15,271,194
1,3822,3,715,103,0,171,83
1,1228,3,1090,60,15,239,73
0,2342,3,960,158,16,132,216
0,2850,3,1155,70,17,285,213
0,1264,3,440,125,1,77,78
0,6852,3,742,141,12,169,131
1,844,3,895,50,15,126,16
1,4239,3,360,97,0,139,83
0,694,4,415,85,15,257,238
0,3662,3,1145,138,0,193,31
1,81,3,590,257,14,213,43
0,6540,4,400,107,12,27,77
0,366,3,855,125,1,204,156
1,282,3,1000,110,15,151,89
0,209,3,1185,125,14,213,239
0,244,3,530,275,1,151,170
0,7260,3,1327,109,17,131,14
0,1703,3,1050,274,5,14,150
0,3006,3,675,45,10,238,151
0,1901,3,750,160,1,78,180
0,4387,3,990,75,0,64,174
1,1420,3,1215,65,15,203,253
1,52,3,1220,80,2,37,96
0,105,3,381,33,9,199,125
0,6282,3,665,54,12,151,141
0,1152,3,705,200,1,78,33
1,4296,3,655,115,10,204,43
0,312,3,910,84,2,248,222
0,2654,3,410,60,15,228,43
1,11,3,1229,383,13,145,151
1,5172,3,1185,160,6,83,200
0,5970,3,340,71,16,149,204
0,670,3,768,147,13,194,131
0,6417,4,390,144,11,74,193
1,6602,3,1200,47,12,248,257
1,25,3,575,189,3,145,102
0,2814,4,50,189,5,247,193
1,584,3,945,145,2,210,259
0,1484,3,935,140,1,213,78
0,4946,4,360,50,6,3,14
0,4720,3,790,75,12,193,110
1,5923,3,1205,99,16,204,161
1,1121,3,905,285,15,59,150
0,840,3,525,65,15,213,150
0,610,4,405,89,14,259,213
0,507,3,599,124,8,181,156
1,3233,3,480,80,10,78,66
1,741,3,1065,224,14,212,255
0,1703,4,370,87,14,223,76
0,4672,3,430,114,12,42,256
0,6418,3,1166,102,12,248,256
0,2353,3,1020,170,1,94,204
0,851,3,390,120,1,273,204
1,4802,3,360,168,12,78,256
0,938,3,955,144,13,77,204
0,2920,3,675,148,5,194,83
0,5135,3,898,75,6,14,85
0,699,4,420,67,2,109,247
1,2579,3,765,183,5,145,180
1,4362,3,600,70,0,83,216
1,551,3,1088,141,7,77,238
0,2178,4,420,116,5,83,58
0,6287,3,587,60,12,222,150
0,10,3,585,70,15,73,11
0,4315,3,925,66,0,193,115
1,3421,3,550,80,15,43,59
0,515,4,420,173,2,259,247
0,394,3,435,120,1,204,156
1,24,3,595,160,15,170,126
0,4071,3,790,105,10,204,283
1,5302,3,655,114,6,14,171
1,2200,3,735,185,15,212,236
0,114,3,394,36,9,125,199
0,6921,4,367,133,12,274,248
0,6250,3,850,45,12,227,210
1,1461,3,710,170,5,236,83
0,366,4,400,133,7,77,181
0,365,3,560,115,2,257,247
0,541,3,450,178,14,78,150
1,3935,3,355,130,0,94,83
1,4225,3,800,65,10,115,204
0,2926,3,510,94,17,213,241
1,1060,3,420,205,3,16,145
0,663,3,455,200,1,145,102
0,3220,3,840,125,10,218,78
0,2703,3,405,86,17,246,58
1,4081,3,565,130,0,145,228
0,12,3,370,109,14,257,213
1,6391,3,1030,160,11,43,174
0,2146,3,525,85,5,194,14
1,5905,3,360,136,16,0,204
1,3842,3,350,95,10,193,204
1,6572,3,1060,65,11,59,83
0,2410,4,370,185,1,151,78
0,495,3,435,280,3,33,77
1,1593,3,720,65,1,170,180
1,192,3,905,145,5,14,145
1,1254,3,390,115,15,274,77
0,1693,3,980,79,4,175,132
0,2543,3,470,70,15,172,83
0,6592,3,865,90,11,193,172
0,731,3,615,255,1,156,78
0,1637,4,390,185,1,170,204
0,6596,3,925,100,12,176,248
1,1049,3,930,175,1,43,180
0,107,3,350,83,3,41,145
0,2438,3,1050,125,1,78,77
1,2726,3,480,123,16,14,94
0,2674,4,450,88,16,132,273
0,729,3,1260,150,8,181,78
0,2833,3,520,309,5,83,238
0,30,3,1350,81,3,145,233
0,71,4,385,189,7,83,77
1,2685,3,1003,136,16,181,94
0,6296,3,573,142,12,77,203
0,566,3,1098,124,13,204,14
1,1831,4,365,163,4,209,132
1,696,3,870,173,4,150,132
0,1393,3,990,73,5,33,156
0,109,3,1335,142,8,14,78
0,2737,3,1140,125,10,78,105
0,4474,4,410,82,12,188,193
0,3067,3,605,65,10,151,190
0,4787,3,965,45,12,151,238
0,567,4,390,80,14,151,213
1,2217,3,515,285,5,83,150
0,6393,3,1233,85,12,77,105
0,2,3,1035,484,13,125,204
0,2584,3,480,202,5,263,256
0,2635,3,1014,94,17,72,58
0,1194,3,1035,113,5,83,58
0,4060,3,990,89,0,73,174
1,6237,3,877,80,12,98,150
1,1021,3,640,75,15,194,126
0,7028,3,630,128,12,77,239
1,1787,3,955,70,4,132,78
0,2775,3,1075,96,5,263,83
0,1275,4,420,194,3,33,170
1,1888,3,410,125,1,78,144
0,1209,4,390,342,5,33,256
0,137,3,1130,350,13,131,151
0,683,3,530,65,15,85,170
1,271,3,585,85,15,231,238
0,3932,3,560,56,0,69,242
1,781,3,595,235,15,203,172
1,2606,4,35,216,5,248,193
1,3945,3,1240,90,10,204,216
0,112,3,725,116,8,78,14
1,239,3,505,360,15,43,151
0,656,3,1270,80,14,213,259
0,1928,3,1240,62,14,212,223
0,2711,4,440,150,5,14,78
0,3923,4,360,95,0,132,174
1,676,3,1095,140,1,78,58
1,2194,3,1160,145,15,210,77
1,878,3,1090,185,15,172,239
1,1030,3,990,125,15,246,170
1,862,3,950,145,15,170,138
0,588,3,1170,141,2,210,259
0,3806,3,1140,105,0,174,144
0,587,3,1087,93,13,248,259
0,2605,3,464,57,17,58,228
0,2525,4,360,210,5,33,193
0,613,3,1240,154,2,150,247
1,5942,3,961,70,16,204,46
0,787,3,1070,83,14,58,14
1,7250,3,840,122,17,204,52
0,4226,3,690,99,0,69,205
0,7216,3,501,100,17,204,174
1,2744,3,1140,150,10,78,99
0,492,3,775,226,13,248,263
1,6555,3,815,124,11,174,43
0,3333,3,920,60,15,128,16
0,1994,4,360,135,1,132,180
0,321,3,575,125,2,253,247
1,647,3,745,110,15,73,2
1,2547,3,1020,164,5,156,14
0,1420,3,667,137,8,136,271
0,2022,4,450,84,14,76,33
0,6672,3,1107,58,12,260,204
1,1694,4,445,120,5,14,212
0,2684,3,390,104,16,174,132
0,3661,3,900,165,10,180,136
0,2982,3,895,125,5,174,76
0,6400,4,442,97,12,91,248
1,2073,3,485,100,5,59,14
1,2627,3,1025,113,17,83,58
0,1157,3,425,99,14,83,212
1,1886,3,900,60,1,180,170
0,191,3,435,349,3,145,150
1,120,3,1089,169,3,194,145
0,1842,3,825,64,14,212,223
1,857,3,1005,155,15,170,263
1,1532,3,1085,330,15,43,150
0,288,3,1155,105,14,253,213
1,1326,3,390,165,15,179,172
0,1423,4,345,85,14,76,58
1,678,3,595,85,15,257,238
0,2334,3,777,113,5,248,256
0,239,4,430,170,4,180,94
1,3657,3,525,160,10,180,216
0,7112,3,745,80,6,131,145
0,3752,3,1285,75,10,204,56
0,817,3,370,130,1,31,78
0,944,3,460,70,15,203,213
0,4068,3,1270,50,10,204,191
0,797,4,455,365,14,212,151
0,1618,3,450,110,5,170,14
0,2037,4,360,135,1,31,180
0,1904,3,480,85,14,58,216
0,2987,3,990,175,10,9,78
1,7,3,395,95,15,169,73
1,1657,3,735,110,15,169,77
1,1021,3,570,235,1,204,150
1,2816,3,925,59,16,94,223
0,7040,3,1160,89,12,77,108
1,708,3,635,120,13,248,213
0,7294,4,334,46,17,242,204
0,6347,3,902,49,12,204,15
0,2667,3,595,201,17,58,239
1,1589,3,890,210,4,132,238
0,1099,3,540,70,15,42,198
0,698,3,1160,54,13,204,117
0,1680,3,520,124,14,271,76
0,670,4,450,309,3,151,145
1,122,3,995,150,15,31,239
1,1190,3,775,106,14,194,58
0,2456,3,525,165,5,256,193
0,64,3,1000,40,2,282,148
0,66,3,1018,52,2,48,284
0,1826,3,880,120,5,102,14
0,234,3,513,132,13,204,156
1,14,3,905,307,2,247,94
1,1104,3,770,220,15,169,238
0,1019,4,385,143,14,223,58
1,3830,3,615,130,15,263,212
0,3771,3,485,135,15,77,172
1,2031,3,1080,157,16,94,14
0,322,3,405,128,2,247,253
1,1331,3,525,70,1,78,239
0,4770,3,1303,70,12,256,65
1,192,4,375,189,7,74,77
0,1211,4,445,125,5,83,193
0,7291,4,434,75,17,131,156
0,349,3,790,179,5,2,14
1,1945,3,620,155,15,77,194
0,2159,3,900,104,16,174,132
0,265,3,1158,77,3,257,157
0,1988,3,750,196,5,150,174
1,690,3,1020,136,13,204,156
1,2545,3,1110,275,15,212,77
1,867,3,855,125,15,150,167
0,687,3,961,165,13,156,204
1,3104,3,1075,171,16,67,132
1,1447,3,855,150,1,204,194
1,982,3,1100,145,1,180,76
1,413,3,675,70,15,253,151
0,6443,3,804,146,11,20,69
0,799,3,360,80,15,151,248
1,4330,3,960,80,10,69,204
0,7378,4,360,158,6,77,69
0,2990,3,390,75,15,253,259
0,1819,3,630,90,14,33,212
0,2092,3,600,60,15,169,263
0,332,3,425,50,9,125,140
1,408,3,945,140,15,263,170
1,1774,3,1307,131,5,14,181
0,2053,4,412,153,5,201,14
1,4190,3,670,85,10,59,204
1,2878,4,450,85,16,56,204
0,256,4,455,85,15,42,213
0,1610,3,525,75,1,263,204
1,796,3,1095,205,15,150,172
1,3388,3,975,155,10,279,78
0,2799,3,930,50,10,78,277
1,3496,3,420,195,15,159,213
0,44,3,455,69,3,145,268
1,1296,3,1125,93,3,216,33
1,763,3,1115,120,15,198,109
1,619,3,650,162,4,271,94
0,6843,4,408,68,12,70,204
1,955,3,865,65,15,43,20
1,668,3,920,170,15,172,16
1,1301,3,510,166,5,14,16
0,1158,3,1125,75,15,259,213
1,1684,3,855,85,15,210,257
1,1672,3,865,125,1,86,78
0,1670,3,360,165,1,16,204
0,4629,3,390,90,12,219,256
0,488,3,795,109,14,213,77
0,1682,3,705,125,5,117,14
1,40,3,1045,90,15,73,169
0,1482,3,795,63,5,142,256
1,480,3,1060,267,14,83,213
0,2024,3,1155,116,5,14,43
0,114,3,150,200,2,12,247
0,581,4,430,140,1,76,263
1,875,3,900,205,1,156,180
0,1642,3,740,110,1,263,76
0,227,3,1048,212,4,43,132
0,6631,3,634,42,12,204,181
1,2,3,855,284,2,247,76
0,401,4,420,145,7,77,151
0,1790,4,390,85,3,76,33
1,436,3,1015,155,1,78,102
1,944,3,820,50,15,200,73
0,1923,3,910,60,15,274,2
0,1584,3,970,110,8,14,28
0,340,3,370,122,2,247,198
0,4069,4,390,50,10,30,204
1,3876,3,796,121,0,200,14
0,172,3,1410,257,4,151,56
0,2871,3,684,67,17,285,213
1,4014,3,610,60,10,204,136
1,1107,3,390,70,15,159,263
0,2711,3,450,130,10,78,45
0,1039,4,450,255,5,194,151
0,2868,3,1020,145,16,263,94
0,859,3,945,122,14,170,76
1,2882,3,935,175,15,271,179
1,2961,3,1065,159,5,212,14
1,1567,3,1140,291,5,14,238
1,723,3,1000,65,15,43,228
0,2529,4,455,87,16,94,40
0,375,3,1130,37,9,125,158
0,4388,3,375,108,0,131,83
0,568,3,1070,135,2,210,151
1,6744,3,660,82,11,59,76
0,669,3,540,75,15,151,198
1,2662,3,770,111,17,263,58
1,2974,3,1160,116,5,83,58
0,1586,3,1195,88,14,144,58
1,1752,3,640,105,15,238,89
0,1030,3,972,148,5,239,14
0,2559,3,535,119,5,83,263
0,2105,3,480,207,5,271,193
1,43,3,967,183,3,145,170
0,660,3,885,171,14,201,213
0,128,3,1360,73,3,145,40
0,6302,3,971,44,12,222,151
1,2643,4,360,80,15,257,151
0,671,3,555,143,4,56,170
0,1468,3,980,72,14,76,41
0,7138,3,1145,110,6,179,131
0,4240,3,410,65,10,260,204
1,787,3,1020,375,4,94,259
1,2654,3,505,80,15,43,179
1,1418,4,390,94,5,170,14
0,1600,3,450,102,3,33,76
0,1268,3,790,65,15,150,238
1,1880,3,1360,271,5,248,14
1,2872,3,705,70,10,78,152
1,1822,3,1300,119,5,83,33
0,1034,3,880,65,1,78,132
0,5992,3,530,100,16,204,268
0,2689,3,965,68,17,135,58
0,6724,3,445,107,12,44,77
0,433,3,420,280,14,150,212
0,1826,3,885,170,1,222,78
1,497,3,555,202,4,132,150
0,662,3,730,227,2,247,78
1,1257,3,1110,101,3,33,131
1,1029,3,1285,65,15,150,151
0,5342,3,950,85,6,92,14
0,315,3,790,130,5,14,169
1,1130,3,1125,60,15,136,172
0,2803,3,1265,53,16,132,251
1,6470,3,1211,110,12,151,256
1,43,3,1110,60,15,126,194
1,6290,3,834,51,11,246,69
1,973,3,870,100,15,31,43
1,2339,3,910,83,16,56,115
0,1121,3,440,300,5,43,256
0,70,3,1181,114,8,102,14
0,2979,3,1145,80,15,169,172
0,218,3,1049,138,13,259,77
0,809,3,450,90,15,212,228
1,2667,3,1294,289,5,14,238
0,611,3,629,131,13,76,204
1,215,3,815,85,15,213,42
1,1270,3,615,88,14,212,33
1,1494,3,660,155,1,78,102
0,1616,3,755,155,1,256,78
0,716,3,420,155,1,204,170
0,1184,3,410,200,1,213,204
0,21,3,1145,168,13,77,198
1,6825,3,1039,131,12,256,248
0,2385,4,365,145,5,33,69
1,1504,3,645,175,1,180,20
1,1326,3,710,65,15,151,253
0,458,3,1200,97,14,256,213
1,1226,3,1020,101,3,228,33
0,933,3,642,73,8,144,14
1,3726,3,860,96,0,83,0
0,1803,3,1015,175,1,78,150
0,7236,3,360,117,17,233,204
0,409,3,1155,100,1,169,78
0,654,3,360,130,1,213,78
0,930,3,985,100,13,238,248
0,4659,3,669,84,12,256,26
0,5144,3,975,100,6,14,46
1,6421,4,385,140,11,94,69
1,328,3,435,152,13,151,77
0,121,3,670,161,13,20,204
0,4185,4,430,143,0,216,174
1,608,4,385,185,1,238,78
0,2708,3,960,165,10,69,78
0,2747,3,1185,130,10,78,119
0,951,4,415,130,15,43,172
0,1516,3,450,52,14,43,212
0,3051,4,410,146,16,144,132
0,701,3,1145,110,15,198,213
0,2186,3,1200,83,14,76,156
0,739,3,629,73,8,181,193
0,2649,3,570,63,17,151,150
1,5442,3,640,190,6,94,174
0,2906,3,635,175,15,170,181
0,64,3,585,145,3,271,145
1,2248,3,746,165,1,78,76
1,2794,3,805,100,15,198,256
0,1929,4,455,90,1,248,151
0,1875,3,1150,160,1,78,213
0,119,3,460,125,15,172,212
0,605,3,1080,70,14,150,213
1,25,3,975,83,5,14,228
0,3504,3,500,105,15,271,194
1,2442,3,1065,145,1,78,193
1,158,3,1185,115,5,83,156
1,231,3,1080,350,1,180,151
1,3827,3,705,120,10,14,204
1,822,3,1045,125,15,43,172
0,1541,3,1190,130,1,228,180
0,740,3,1010,75,1,151,150
0,728,4,335,231,3,35,145
1,2102,3,595,70,15,259,213
0,1396,3,1170,76,5,156,33
1,5192,3,988,117,6,14,184
0,906,3,655,256,13,248,204
0,2225,3,825,123,5,43,14
0,2334,3,630,135,1,78,204
0,368,3,630,106,2,247,257
0,1829,3,400,70,5,117,83
1,69,3,1045,115,5,14,180
1,1417,3,1045,204,5,14,77
0,2984,3,1120,115,10,78,68
1,6901,3,773,142,12,52,204
0,766,4,240,169,3,35,170
0,2877,3,1200,194,16,94,193
0,400,3,680,133,14,213,248
0,494,3,1155,165,1,78,43
0,1298,3,985,170,1,78,43
0,331,3,350,145,8,212,14
1,2610,3,420,130,5,78,14
1,1415,3,1155,235,1,78,248
0,6373,3,628,40,12,151,241
0,3643,3,715,80,10,144,180
1,70,3,1335,42,2,146,252
0,2710,3,897,82,17,89,213
0,1148,3,1140,65,5,14,240
0,6916,3,1045,74,12,2,77
0,1573,3,420,57,4,16,132
1,2189,3,480,63,16,132,73
0,376,3,360,125,13,204,212
0,2280,3,1165,86,16,132,218
1,815,4,440,65,15,169,263
0,361,3,480,276,13,156,77
0,4675,3,525,65,10,76,228
0,5915,3,633,112,16,97,204
1,372,3,585,165,3,102,156
0,1253,3,490,55,15,271,209
1,6489,3,466,55,12,248,53
1,1930,3,885,70,15,257,42
0,4033,3,1300,129,0,156,279
0,3377,3,1015,60,10,277,78
0,71,3,675,190,14,213,247
0,62,3,722,53,2,252,148
1,524,3,1172,148,3,170,94
0,6614,3,746,153,12,77,219
0,297,3,997,139,8,14,126
0,1019,4,385,75,15,248,151
0,296,3,1149,145,13,77,231
1,299,3,606,104,13,77,169
0,690,3,790,85,5,58,14
0,3115,3,610,75,10,253,151
1,2717,3,445,85,10,234,78
0,1552,3,880,122,4,94,58
1,4016,3,971,84,0,172,83
0,3755,3,360,120,0,267,83
0,144,3,1325,114,8,14,83
0,1794,3,1385,238,14,150,58
1,2412,3,410,185,1,151,78
0,3006,4,340,70,16,36,132
1,7237,3,790,72,17,204,82
0,375,3,1175,155,1,14,78
0,46,3,950,243,14,213,76
0,247,3,1139,42,9,147,125
0,2934,4,380,92,17,22,213
0,1088,3,785,164,4,132,83
1,1120,3,940,80,15,151,257
0,118,4,451,42,9,125,147
0,2863,3,720,370,5,145,151
0,842,3,761,92,8,170,14
0,4176,3,1024,76,0,115,193
1,1760,3,865,80,15,126,273
0,4006,3,855,95,10,204,50
1,122,3,113,327,14,12,213
1,22,3,510,329,13,151,145
1,1613,3,390,124,14,94,58
0,461,3,1020,325,13,131,150
1,3971,3,915,148,0,14,133
0,138,3,955,110,8,144,43
0,1573,4,420,57,4,16,132
1,1624,3,895,245,1,151,204
1,6427,3,990,100,11,268,83
1,2162,3,1290,99,5,83,212
1,2075,3,1185,245,1,94,78
1,2400,3,970,176,16,132,213
0,593,3,670,163,3,127,170
0,1504,3,360,118,5,169,83
1,4306,3,995,135,10,229,204
1,2139,3,535,120,16,132,89
1,1758,3,645,250,1,151,204
0,2458,4,445,169,5,209,156
0,2601,3,390,102,17,56,58
0,105,3,1045,220,2,247,12
0,1016,3,465,109,5,14,172
1,1523,3,1200,214,5,83,239
0,2991,3,742,82,16,159,132
1,2271,3,1105,140,5,145,83
1,153,3,1035,94,2,12,207
0,2428,3,540,190,1,151,78
0,2382,3,1140,180,5,180,145
0,893,3,460,165,1,58,78
1,2325,3,760,150,1,204,78
0,1138,3,708,167,8,171,102
1,1161,3,1225,75,15,150,231
1,4,3,430,244,14,204,213
0,70,3,1170,198,13,77,131
0,4067,3,360,140,10,229,204
0,366,3,816,269,13,150,131
1,1087,3,1365,52,5,14,25
0,81,3,530,334,13,151,125
1,5241,3,1150,53,6,14,50
0,1211,3,520,93,3,33,41
1,3307,3,530,275,15,172,238
0,6243,3,685,80,12,151,150
0,5272,4,390,76,6,186,174
1,2611,3,1025,72,16,56,246
0,6934,3,1365,64,12,248,231
1,5035,3,1052,80,6,14,186
0,806,3,720,115,1,77,78
0,2597,4,340,109,5,229,14
0,300,3,754,99,13,77,82
1,1222,3,1025,70,15,257,42
0,1499,3,715,175,1,271,78
0,949,3,1020,277,13,204,210
1,5064,3,645,68,6,31,14
0,549,3,585,144,13,212,204
0,909,3,380,130,15,85,43
1,737,3,1071,164,13,77,248
0,219,4,385,80,15,257,150
0,705,3,365,250,1,156,78
0,1510,3,435,85,15,246,43
1,667,3,1045,277,4,132,247
0,394,3,399,216,13,150,204
1,1255,3,740,136,8,271,136
0,968,3,1260,116,8,14,6
0,2631,3,975,310,15,271,150
1,274,3,891,144,8,14,33
1,3021,3,523,134,16,94,196
0,827,3,420,95,15,179,212
1,187,3,391,368,13,131,248
0,718,3,662,103,5,213,256
1,1320,4,375,165,15,150,247
0,1450,4,60,181,5,150,193
0,6404,3,475,93,11,76,33
0,1101,3,1129,143,8,236,59
0,196,3,405,177,4,150,132
1,120,3,1200,240,15,172,213
0,2046,3,998,212,5,213,14
1,135,3,700,188,3,145,236
0,7,3,970,199,14,213,204
1,240,3,1080,342,13,131,238
1,1728,3,835,96,14,170,58
0,549,3,450,195,1,102,204
0,3964,4,365,90,0,10,145
1,3073,3,1040,60,16,56,117
1,543,3,600,265,1,204,222
0,1151,3,1190,70,1,204,263
0,3678,3,420,85,10,180,269
0,4344,3,851,104,0,83,223
1,3807,3,360,120,10,204,14
0,6264,3,345,133,11,20,69
1,1615,3,785,215,15,150,172
1,910,3,1250,50,15,73,200
1,2934,3,930,104,5,193,83
1,912,3,360,120,8,181,43
1,996,3,590,87,14,58,216
1,646,3,840,70,15,172,56
0,409,3,1070,122,14,213,248
0,3025,3,898,129,16,31,132
0,3977,3,625,60,0,56,83
0,3070,3,790,45,10,238,151
1,5558,3,915,120,6,83,212
1,5073,3,435,91,6,154,14
1,983,3,455,180,15,212,271
0,2776,3,1180,77,5,174,194
0,4213,3,505,95,10,204,41
0,3010,3,990,77,16,56,212
1,254,3,840,305,1,199,151
1,388,4,365,100,15,16,89
0,1140,3,530,120,15,126,89
1,660,3,435,145,8,127,14
0,29,3,630,370,9,247,199
0,5163,3,1135,116,6,14,95
1,1070,3,1371,68,5,14,144
1,3324,3,660,90,10,249,78
1,2377,3,375,150,15,216,170
0,3121,3,760,75,10,151,253
0,4659,3,778,80,12,26,256
0,1212,4,430,136,14,209,76
0,1143,3,450,100,5,14,263
0,2104,3,1083,108,5,151,256
1,1165,3,965,160,15,213,159
1,1107,3,1210,174,14,58,78
0,5596,3,682,59,6,14,45
0,1416,3,570,82,3,248,157
1,1630,3,1095,115,14,58,156
0,2876,3,735,95,10,237,78
0,1037,3,830,37,17,125,158
1,1909,3,580,92,5,14,72
0,510,3,360,95,13,150,248
0,6971,3,842,118,12,77,274
0,187,4,391,368,13,131,248
0,1406,3,1379,261,5,151,83
0,1055,3,845,32,17,199,125
1,3920,3,635,100,15,263,200
1,460,3,1175,276,4,94,239
1,2336,3,1180,72,5,193,181
1,1014,3,971,124,14,58,204
0,4464,3,385,65,10,156,33
0,1163,4,420,128,5,94,83
0,1435,3,800,82,14,58,14
1,404,3,925,170,15,181,271
1,2473,3,1120,200,1,78,151
0,2346,3,960,101,16,132,129
0,35,3,1065,264,14,14,213
1,2839,4,419,135,5,76,14
0,2838,3,440,180,10,240,78
1,6439,3,1314,58,12,204,70
1,977,3,735,159,14,212,209
1,425,3,1190,80,15,212,179
1,1740,3,1435,217,4,257,132
1,1187,4,450,142,5,83,14
1,1385,3,680,65,15,198,42
1,100,4,390,125,8,78,14
0,1032,3,1215,100,14,58,0
0,1388,3,930,76,5,156,33
1,7259,3,748,167,17,223,204
0,6849,3,510,48,12,247,210
1,3933,3,1025,120,10,133,204
0,3042,3,875,45,10,241,151
0,530,3,391,94,13,204,193
1,4117,4,390,145,0,233,14
0,760,4,390,165,15,223,172
0,2050,3,1135,158,16,132,229
1,641,3,1155,180,15,212,102
0,536,3,1250,148,2,247,203
0,2974,3,500,55,10,1,78
0,1344,3,705,70,1,239,78
0,2885,4,365,115,15,150,77
0,1060,3,430,340,5,170,151
1,6579,3,871,44,12,77,13
1,4,3,505,110,15,73,89
0,2736,3,880,160,5,174,156
1,311,3,540,190,15,213,247
0,2381,4,400,138,5,239,14
1,391,3,515,190,15,169,213
0,4495,3,475,80,10,33,156
0,4236,3,1065,99,0,58,69
1,1656,3,895,145,5,14,223
0,530,3,430,147,2,247,203
0,245,3,728,166,13,77,253
0,3290,3,630,125,10,218,78
0,735,4,360,240,15,131,77
1,2586,3,705,118,16,136,94
1,4153,3,830,135,10,18,204
1,41,3,990,65,15,73,126
1,4360,3,580,85,10,204,83
1,1462,3,835,78,14,14,58
