Flight,DayOfWeek,Time,Length,Airline_encoded,AirportFrom_encoded,AirportTo_encoded,Delay
3933,3,1025,120,14,45,6,1
3042,3,875,45,14,170,15,0
530,3,391,94,13,65,4,0
4117,4,390,145,8,134,7,1
760,4,390,165,17,80,48,0
2050,3,1135,158,11,102,95,0
641,3,1155,180,17,53,37,1
536,3,1250,148,3,21,46,0
2974,3,500,55,14,105,2,0
1344,3,705,70,2,39,2,0
2885,4,365,115,17,4,24,0
1060,3,430,340,4,22,15,0
6579,3,871,44,7,6,231,1
4,3,505,110,17,197,55,1
2736,3,880,160,4,171,25,0
311,3,540,190,17,1,3,1
2381,4,400,138,4,39,7,0
391,3,515,190,17,103,12,1
4495,3,475,80,14,15,25,0
4236,3,1065,99,8,108,27,0
1656,3,895,145,4,54,82,1
530,3,430,147,3,21,46,0
245,3,728,166,13,6,64,0
3290,3,630,125,14,40,2,0
735,4,360,240,17,129,24,0
2586,3,705,118,11,135,39,1
4153,3,830,135,14,118,6,1
41,3,990,65,17,197,61,1
4360,3,580,85,14,65,5,1
1462,3,835,78,1,54,1,1
6417,3,621,50,7,2,238,0
6755,4,450,140,9,15,42,0
3255,3,1170,100,14,71,160,0
6276,3,430,80,7,233,18,0
2634,3,453,65,12,108,92,0
2973,3,1045,87,12,0,33,0
4227,3,675,80,14,35,6,1
5115,3,655,76,10,54,153,0
4662,3,360,101,7,126,10,0
4093,3,420,65,14,185,6,0
3913,3,965,115,8,107,26,1
1922,4,425,105,2,126,2,0
5397,3,1070,97,10,147,7,1
760,3,740,80,17,0,15,1
6698,3,732,93,9,65,4,0
1024,3,940,244,1,187,22,1
420,3,580,238,4,187,7,1
1411,3,1000,65,17,133,87,1
62,3,818,112,3,260,3,0
1999,3,870,70,17,38,37,0
3604,3,430,170,14,136,19,0
2237,3,1232,72,4,54,52,0
5312,3,535,61,10,54,44,1
4685,3,600,90,7,190,4,0
592,3,645,99,1,5,12,0
1349,3,1100,60,2,84,2,0
1316,4,410,65,17,162,86,0
4350,3,1245,50,14,65,151,1
1155,3,530,155,17,1,43,1
367,4,360,85,17,137,49,0
4714,3,385,73,7,209,10,0
6655,3,900,71,7,65,218,1
1831,3,425,145,1,71,1,1
3871,4,360,125,8,41,5,0
4817,3,526,189,7,5,6,1
1048,3,620,180,17,30,86,1
966,4,370,292,13,2,20,0
657,3,1075,75,17,55,54,1
3506,3,430,125,17,1,47,0
4234,3,530,79,8,137,5,0
522,4,390,345,1,14,12,0
117,3,495,75,17,60,45,1
335,3,1060,185,2,65,77,1
4130,3,1035,135,14,200,6,1
2459,4,390,100,17,84,24,0
870,3,575,55,17,197,62,1
6383,3,1176,80,7,170,18,0
1932,3,510,89,4,38,7,1
1425,4,365,75,2,128,6,0
1261,3,510,86,4,36,7,0
1420,4,330,102,1,53,1,0
740,4,363,237,5,10,9,0
7014,4,355,101,7,96,18,0
6622,3,1015,57,7,208,24,0
1663,3,1020,134,1,80,1,1
3767,3,955,200,14,5,6,1
474,3,770,125,17,87,49,1
2395,3,945,180,2,108,2,0
277,3,1190,155,1,1,0,0
59,3,420,405,2,82,18,0
1163,4,410,85,17,0,63,1
1125,3,570,168,1,108,0,1
1517,3,500,213,4,54,24,1
1943,3,1230,115,17,6,66,1
1159,3,1205,125,17,5,47,1
3508,3,965,115,17,0,12,1
363,3,485,225,0,1,51,0
3081,3,380,45,14,205,15,0
6,4,375,50,17,78,61,0
684,3,595,97,4,54,27,1
3074,3,1070,62,7,16,70,1
496,3,620,195,17,6,20,1
101,3,622,252,4,2,7,1
996,3,1005,60,17,162,117,1
732,4,370,242,13,21,6,0
388,3,530,70,17,1,45,1
1289,4,360,70,17,173,3,0
794,3,580,80,17,30,35,1
4322,3,1145,65,14,37,6,1
4517,3,599,101,7,5,12,1
1760,3,580,120,4,54,48,1
1292,3,885,75,2,71,86,1
6560,3,692,134,7,73,24,1
1435,3,640,90,1,88,1,0
1403,3,620,213,4,25,37,0
558,3,780,158,3,21,177,0
987,3,480,163,1,53,13,0
609,3,860,82,5,50,9,0
6548,3,885,108,9,82,73,0
539,3,1015,185,0,183,39,1
6447,3,1065,115,9,30,27,1
2112,3,745,149,11,128,39,0
360,3,565,280,0,14,56,1
506,3,810,183,5,72,39,0
114,3,690,158,4,25,7,1
965,3,450,210,17,6,13,0
1250,3,725,143,1,22,22,1
4985,3,829,100,10,54,65,0
2727,4,405,66,12,169,12,0
4215,3,930,105,14,44,6,1
2014,3,440,247,4,2,27,0
3875,3,360,115,8,120,5,0
868,3,1065,65,17,4,87,1
393,4,405,125,2,71,24,0
680,3,800,114,1,108,39,1
2731,3,1205,85,17,127,45,1
1433,3,375,152,1,15,1,0
4481,3,899,66,14,88,42,0
3916,3,1000,115,8,120,5,0
7116,4,360,81,10,82,20,0
1586,3,1130,135,0,102,13,1
1069,3,1110,93,4,131,7,1
511,3,1255,73,0,102,184,0
3654,4,445,160,14,56,19,0
7256,3,872,102,12,135,20,1
6461,3,1265,67,7,2,28,0
4632,3,669,91,7,5,220,0
2767,3,965,190,12,108,56,0
7254,3,680,145,12,43,6,1
117,3,415,204,5,82,86,1
967,3,360,135,15,158,7,1
2536,3,1045,190,2,183,35,1
858,3,938,107,16,1,24,1
2338,3,1290,79,11,14,95,1
756,3,820,65,17,1,33,1
2449,4,410,85,17,159,61,0
4982,3,724,134,10,161,7,1
3122,3,440,72,11,28,0,1
5123,3,714,76,10,152,7,1
959,3,1205,161,13,65,24,0
483,3,750,175,3,205,3,1
4747,3,877,69,7,2,33,0
2604,3,984,111,4,2,10,1
860,3,1055,70,17,1,63,0
6686,3,1285,94,7,6,198,0
1631,3,419,95,1,88,1,0
1199,3,375,85,17,84,61,1
755,3,860,105,17,128,50,1
2653,3,825,85,12,87,1,0
400,3,465,274,1,75,12,0
18,3,616,158,5,72,9,1
4098,4,420,135,8,131,9,0
948,3,1200,65,17,1,45,1
6440,3,1127,155,7,124,15,0
1580,3,1329,75,1,108,73,0
458,3,775,165,0,102,40,0
3939,4,360,105,14,44,6,0
149,3,315,166,1,21,12,1
255,3,933,116,15,54,194,0
319,4,375,130,16,88,30,1
1217,3,1100,130,17,23,41,1
7051,3,959,79,7,0,91,0
668,3,695,228,3,21,62,0
136,3,1410,290,13,2,20,0
406,4,360,140,17,21,33,1
509,3,904,134,15,16,25,1
691,3,1083,165,13,83,6,0
5414,3,415,93,10,88,35,0
609,4,385,80,17,126,12,0
1512,3,570,100,1,108,22,1
430,3,1030,70,17,41,86,1
3258,3,1060,125,14,40,2,0
1057,3,1075,109,1,108,77,0
761,3,920,100,15,22,141,1
536,3,1155,185,17,4,60,1
2725,3,715,64,11,71,0,1
7779,3,1170,75,7,181,10,0
1618,3,890,177,0,14,76,1
1046,3,600,200,17,202,62,0
354,3,845,125,17,6,62,1
2190,4,401,79,11,184,39,0
1441,3,545,105,17,133,8,0
6293,4,398,102,7,186,24,0
686,3,1135,195,2,71,39,1
3512,3,555,120,17,6,60,0
3076,3,1255,84,7,16,109,1
1414,4,420,55,17,58,56,1
6653,3,874,40,7,0,206,0
118,4,435,325,2,2,9,1
525,3,980,85,17,197,43,1
3961,3,660,80,14,136,6,0
2709,3,630,62,11,197,0,0
770,3,1075,115,17,127,3,1
917,3,1139,124,15,30,30,1
1192,3,815,160,2,71,92,1
4535,3,475,105,14,75,25,1
6647,3,345,107,7,95,24,0
335,3,470,88,1,2,12,0
1699,3,690,175,2,22,6,0
1409,3,1145,70,17,127,87,0
2648,4,450,67,12,4,15,0
3044,3,725,140,14,2,24,0
1792,3,1365,236,4,205,7,0
209,3,890,351,13,129,15,0
4380,3,983,135,8,50,5,1
3736,4,360,120,14,65,39,0
164,3,1260,152,5,23,9,0
4841,3,1190,102,7,5,83,1
326,3,770,167,0,102,41,0
5292,3,953,80,10,88,59,1
375,3,1320,100,2,71,55,0
4389,3,840,75,14,15,9,0
1219,3,670,90,17,5,83,0
96,3,577,117,13,55,18,0
5,3,1105,71,0,102,86,1
506,3,360,120,13,0,12,0
739,3,855,175,17,101,76,1
1693,3,815,259,4,228,7,1
500,3,530,180,17,205,61,1
501,4,415,130,2,41,2,0
2755,3,670,123,4,136,76,0
1815,4,370,129,4,83,27,0
1285,3,435,250,17,0,48,1
2387,3,350,129,4,16,7,1
68,3,892,122,4,183,7,0
1260,4,384,110,4,173,10,0
2766,3,575,50,14,105,2,0
1744,3,390,97,1,108,22,0
6830,3,1005,117,7,2,88,0
435,3,820,193,5,15,13,0
2265,3,755,88,4,54,26,1
4104,3,925,100,14,65,189,0
1999,4,375,88,4,103,26,0
908,3,675,125,5,65,9,1
816,3,1190,87,1,108,148,1
680,3,815,105,17,202,8,1
188,3,945,63,3,8,34,0
4361,3,710,135,8,85,26,0
680,3,390,225,1,1,1,1
6490,3,620,123,9,83,42,1
5601,3,1040,74,10,47,7,0
4515,3,675,189,7,5,6,1
1047,3,990,135,17,87,48,1
5061,3,907,109,10,113,7,1
3368,3,510,80,14,42,2,0
4847,3,545,91,7,25,199,1
915,3,821,159,5,82,6,1
3893,4,425,120,14,65,22,1
6558,3,365,129,7,196,24,0
688,3,830,83,13,35,6,0
2537,3,1040,245,17,0,48,1
1286,3,1053,65,4,54,134,1
4272,4,360,90,8,46,26,1
7259,3,917,88,12,65,43,1
5121,3,1060,168,10,34,7,1
1836,3,1205,95,17,44,92,1
653,3,370,201,16,54,24,1
6274,3,961,125,7,65,108,1
1464,3,841,163,15,22,48,1
4283,3,1240,45,8,136,75,1
2391,3,960,119,11,14,124,1
373,3,1139,153,16,16,24,1
2203,3,360,190,2,83,19,1
1748,3,535,119,4,130,25,1
1607,3,900,155,2,71,12,1
4591,4,390,96,7,165,10,0
2449,4,450,240,4,44,10,0
1257,3,1200,165,2,88,19,0
1039,3,785,105,2,54,19,0
41,3,420,77,3,3,93,1
1320,4,363,77,5,30,35,1
790,3,385,144,16,55,24,1
3014,4,350,65,14,94,15,0
2493,3,1285,96,11,102,150,0
4209,3,875,79,8,171,105,0
4999,3,715,93,10,88,35,1
1825,3,985,280,2,65,18,1
265,4,405,145,16,228,24,0
365,3,470,85,13,130,6,0
5946,3,645,72,11,65,84,1
732,3,930,98,1,22,1,1
3052,3,710,62,11,78,0,0
5293,3,455,80,10,247,7,0
510,3,1290,163,5,72,39,0
626,3,1086,129,13,65,22,0
2696,3,365,54,11,66,51,0
312,3,930,146,5,72,20,1
2126,3,685,115,4,72,7,1
8,3,550,313,3,21,39,1
3894,3,435,125,8,123,4,1
4129,3,1075,65,14,211,6,0
1949,3,360,87,4,131,7,0
1617,3,360,118,0,103,0,1
151,3,925,70,17,205,12,0
7354,4,430,114,10,89,7,0
1156,3,595,235,17,228,48,1
5942,3,1119,97,11,62,6,1
1525,3,950,125,17,133,3,1
6268,3,702,138,7,60,18,0
993,3,1130,134,15,16,35,0
6671,3,1051,59,7,179,18,0
2390,3,610,100,4,25,70,0
4039,3,455,85,8,120,7,0
643,3,762,153,13,14,6,1
890,3,690,95,2,71,60,0
728,4,425,160,2,4,2,0
1104,3,890,140,2,128,25,1
109,3,360,180,17,28,24,0
1033,3,1215,127,1,108,19,1
1912,3,675,145,2,71,13,0
971,3,465,70,17,7,64,0
938,3,695,111,1,108,25,1
49,3,625,115,17,0,12,0
497,3,1050,122,1,14,1,1
520,4,360,84,13,25,6,0
6615,3,824,112,7,212,24,0
485,3,878,142,15,30,13,1
1548,3,1055,118,4,130,25,1
4337,3,1205,95,14,44,6,1
1400,4,375,145,17,6,48,0
6260,3,715,51,7,65,162,1
1809,3,695,127,4,25,24,0
2023,4,420,100,1,15,40,0
1628,3,375,60,17,197,61,1
5982,3,1134,91,11,138,6,0
672,3,920,180,2,259,19,0
551,3,680,130,2,216,2,0
1034,3,640,120,2,6,2,1
1022,3,1035,115,17,6,33,1
4557,3,826,64,7,5,172,0
2883,3,830,122,11,15,51,0
1724,4,420,145,0,18,0,0
622,3,882,86,13,25,6,0
4709,3,600,72,7,2,18,0
4288,3,910,81,8,25,234,1
4716,4,410,110,7,230,10,0
1429,3,423,357,4,82,33,0
1724,3,1275,71,1,88,82,0
4489,3,1190,65,14,83,35,0
3634,3,580,135,14,108,19,0
2036,3,790,110,2,124,2,0
7251,3,527,127,12,65,82,1
6970,3,1022,43,7,127,18,0
456,3,1015,135,2,71,76,1
5378,3,941,101,10,54,226,1
6698,3,335,74,7,67,8,0
4567,3,500,155,14,83,49,1
1649,3,1045,144,1,88,76,0
1964,3,1095,49,12,11,17,1
2421,3,1035,243,4,25,15,1
1748,3,1145,144,0,102,37,1
421,3,525,60,2,71,62,1
225,3,910,80,17,103,30,1
1437,4,385,142,0,23,0,0
6315,3,420,120,9,131,13,0
3761,3,1000,94,8,122,5,1
6355,3,966,44,7,2,102,0
2246,4,445,118,11,102,7,0
2171,3,660,76,1,83,40,0
181,3,730,70,17,4,63,1
2940,3,365,108,4,133,10,0
3586,3,860,80,17,80,41,1
835,4,415,173,13,15,6,0
1461,3,365,120,17,6,33,1
7242,3,1150,130,12,108,6,0
2471,3,720,169,11,86,0,1
1456,3,668,97,4,241,7,0
3928,4,430,145,14,90,6,1
330,3,1215,149,5,22,59,1
2231,4,360,77,11,159,0,0
2434,3,425,124,4,23,40,0
6463,3,620,160,9,15,27,0
641,3,1035,90,17,85,22,1
3985,4,360,100,8,35,26,0
1015,4,430,190,17,39,41,0
1048,3,970,185,17,39,45,1
4714,4,385,73,7,209,10,0
264,3,820,125,15,88,30,0
2091,4,395,164,11,136,0,0
2940,3,395,50,14,105,2,0
1492,3,1165,153,0,102,68,0
7093,3,754,80,10,129,68,0
1006,4,420,110,17,166,24,0
1979,4,405,69,4,41,7,0
1123,4,435,133,1,103,1,0
6918,4,360,82,7,176,6,1
6297,3,1107,139,9,135,25,0
678,3,1182,176,15,22,30,0
1402,4,420,122,4,23,26,0
3967,3,1310,95,8,82,169,0
2360,4,420,119,11,14,5,0
2232,3,475,94,4,65,4,1
6588,3,615,116,9,130,116,0
1587,3,815,55,2,71,62,1
3575,3,1270,55,17,4,46,1
1056,3,360,70,2,123,2,0
1589,3,750,175,17,30,43,1
848,3,860,100,2,126,2,0
6469,3,440,67,9,216,7,0
1711,3,1311,152,4,54,2,1
164,3,1280,60,17,4,12,1
3213,3,785,80,14,42,2,1
2240,3,435,148,11,102,42,0
3014,3,350,65,14,94,15,0
1002,3,600,95,2,71,60,0
3391,4,365,60,14,195,2,0
1633,3,840,125,17,137,82,1
2167,3,583,158,11,102,66,0
4836,3,815,102,7,171,2,1
2309,3,410,129,11,54,0,1
7273,3,1146,119,12,134,6,1
2117,3,1020,101,4,75,7,1
2194,3,1075,179,11,19,0,1
665,4,420,267,3,71,3,1
1662,3,740,85,17,138,41,0
734,3,742,72,15,25,30,1
581,3,560,255,2,128,15,0
824,3,730,75,17,53,73,1
3061,3,1083,72,7,128,30,1
127,3,1290,225,3,21,32,0
1235,3,1050,75,17,2,47,0
1022,3,870,255,17,30,24,1
2549,3,910,135,17,2,24,1
160,3,510,280,17,72,24,0
140,3,482,148,5,86,9,0
893,4,370,410,13,15,18,0
2747,3,1140,174,4,83,7,0
6409,3,1185,54,7,2,130,0
2428,3,900,60,2,71,62,0
578,3,1155,75,17,2,66,1
3654,3,445,160,14,56,19,1
4136,3,880,83,8,130,240,1
3994,3,757,55,8,232,4,0
5078,4,390,76,10,57,26,0
1421,3,600,168,4,130,76,0
782,3,480,81,15,83,149,1
7027,3,672,40,7,124,24,0
293,3,871,149,5,21,36,0
430,3,1075,125,15,54,30,1
2182,3,1080,84,1,88,25,1
4651,3,445,74,7,25,109,1
2350,3,780,140,2,71,6,0
4003,3,815,101,8,171,118,0
3984,3,515,70,14,65,124,0
174,3,1020,230,17,6,37,1
466,3,1105,70,2,39,2,0
591,3,1200,90,17,4,47,0
1026,3,425,95,2,71,43,0
1663,4,450,299,4,129,10,1
5975,3,402,72,11,65,79,1
221,3,1000,124,15,16,7,0
342,3,996,224,13,6,35,1
7313,3,870,78,10,171,142,0
1418,3,390,94,4,22,7,0
3361,3,1200,110,14,71,79,1
3302,4,380,140,14,143,2,0
5128,3,840,59,10,54,191,1
1470,3,1365,65,4,54,1,0
415,3,420,186,13,28,24,0
496,3,380,99,2,65,40,0
848,3,395,96,15,22,7,0
1774,3,905,135,0,54,0,0
4342,3,665,135,14,56,6,1
918,3,620,145,17,22,22,1
1776,3,1192,123,1,108,35,1
2549,3,880,159,11,136,0,0
1243,3,1195,111,4,130,60,1
1129,3,1307,98,4,54,92,1
23,3,930,275,3,65,3,0
1962,4,430,110,4,130,22,0
2536,3,600,142,11,54,39,1
2783,3,363,142,11,70,0,0
615,3,830,160,5,82,52,1
3673,3,1285,75,17,202,33,1
7066,3,1012,128,10,49,6,1
1851,4,425,213,4,25,33,0
28,3,510,145,17,30,138,1
5229,3,980,99,10,102,26,0
3895,3,930,63,8,61,5,0
657,3,1090,170,3,1,8,1
1479,3,1275,59,0,102,56,1
50,3,1190,65,17,197,168,1
2099,4,455,142,4,54,43,0
2972,3,905,92,12,4,18,0
3732,3,920,95,14,25,6,0
1965,3,540,112,4,171,76,1
7788,3,685,78,7,5,140,1
1174,3,1195,75,17,30,51,1
3075,3,1195,62,7,16,70,1
1002,3,520,60,17,73,117,0
6369,4,360,40,7,168,15,0
1077,3,470,230,2,71,18,1
5576,3,910,70,10,120,7,0
2630,4,420,166,4,25,35,1
5494,3,600,112,10,143,7,1
837,3,390,241,13,71,18,0
1099,3,645,200,17,133,43,1
6432,3,1108,107,7,171,6,0
457,3,440,294,1,85,12,1
6618,3,1034,61,7,167,18,0
6764,4,408,97,7,226,24,0
2157,3,750,154,11,14,52,1
535,4,390,155,17,223,48,0
6409,3,1235,71,9,136,100,1
1162,3,390,90,4,44,7,0
1133,3,1130,90,4,54,27,1
5064,3,825,109,10,54,51,1
4604,3,610,107,7,202,10,1
3764,3,845,104,8,130,239,1
183,3,450,380,4,82,3,0
2569,3,1290,88,4,54,13,1
6539,3,1361,121,7,0,137,0
4750,3,980,104,7,7,10,1
895,3,604,137,15,83,70,0
1149,3,425,70,17,127,87,0
5265,4,360,115,10,90,5,1
670,3,1155,266,0,102,18,1
6702,3,735,94,9,135,26,0
6537,3,1075,51,7,65,155,1
1538,3,1335,120,1,108,35,1
2485,4,360,201,11,87,0,0
184,4,455,101,15,54,40,0
3601,3,890,290,17,23,12,1
2679,3,1132,123,4,129,7,1
2460,3,605,120,4,183,7,0
670,3,450,309,5,2,9,1
645,3,938,320,13,187,6,0
1739,3,1080,115,4,88,7,1
529,3,1110,215,0,6,39,1
6279,3,675,99,9,136,22,1
5042,3,540,140,10,171,22,1
524,3,410,85,17,197,43,0
5399,3,498,136,10,54,79,0
1521,3,465,225,1,108,24,0
620,3,961,111,13,65,40,0
1695,3,870,114,1,108,85,1
647,4,360,105,17,1,24,0
865,3,655,65,2,73,2,0
7812,3,1259,70,7,253,251,1
2355,3,1265,150,2,65,2,1
518,3,525,90,17,127,63,0
561,3,790,137,16,6,45,0
4343,4,405,85,14,65,5,1
593,3,840,75,2,128,6,0
3621,3,665,135,14,183,92,1
4099,3,650,125,8,54,67,1
218,3,1215,165,17,4,3,1
292,3,808,315,13,0,13,0
2766,3,795,127,12,1,56,1
4389,3,410,60,8,24,4,0
6373,3,421,134,9,159,40,0
6607,3,529,169,7,171,24,0
1824,3,895,107,4,54,41,0
1140,4,410,145,17,23,61,1
755,3,545,132,13,22,20,0
1715,3,968,136,4,73,7,1
6621,4,379,86,9,109,5,0
2461,3,1000,135,17,73,76,1
649,3,1030,98,13,65,109,0
1976,3,1199,155,4,22,25,0
2097,3,905,139,11,102,120,1
6473,3,865,65,7,98,15,0
167,3,1110,286,4,82,24,1
346,3,1284,88,13,65,73,1
2012,4,445,127,4,54,6,0
4724,3,1089,111,7,230,10,0
1402,3,1190,140,2,71,1,0
1441,3,715,240,2,71,18,1
5419,4,360,150,10,84,5,0
5086,3,930,55,10,54,90,1
2385,4,430,75,2,71,0,1
568,3,590,90,17,1,15,1
290,3,905,115,16,6,60,0
6933,4,388,49,7,65,69,0
2837,3,1189,103,11,103,51,1
1231,3,990,150,2,53,6,1
1105,3,370,215,17,4,48,0
494,3,945,100,2,126,2,0
1433,4,380,205,2,93,19,0
4808,3,1094,71,7,2,18,0
4690,3,463,107,7,2,10,1
39,3,990,233,0,14,0,1
1629,3,970,366,4,82,33,1
3507,3,710,80,17,2,66,0
318,3,1215,186,0,14,76,1
5195,3,650,86,10,54,249,0
3836,3,575,120,14,65,22,1
544,3,987,103,13,4,18,0
1848,3,1030,90,17,103,49,1
869,3,1265,157,15,54,4,0
847,4,405,169,16,135,24,1
4062,3,540,105,14,141,6,1
1668,3,1115,65,17,2,64,0
2748,3,667,105,12,1,130,0
4086,3,865,110,8,25,150,0
1400,3,375,145,17,6,48,0
4752,3,1296,108,7,5,190,0
3071,3,650,60,17,233,33,0
5189,3,450,77,10,70,7,0
644,3,1080,71,1,1,46,0
824,4,450,55,17,22,37,0
1649,4,375,164,0,72,0,0
753,3,860,245,2,83,2,1
5959,3,703,102,11,70,6,0
622,3,965,70,1,1,33,0
4310,3,460,90,8,171,7,0
132,4,55,215,3,3,8,1
3137,3,945,80,17,127,33,1
3736,3,680,75,8,219,26,0
938,3,1040,80,17,2,21,1
661,4,420,178,5,90,13,0
672,3,1105,60,2,183,13,1
405,3,620,272,13,83,24,1
1296,3,905,205,17,1,48,1
6569,3,677,68,7,99,6,1
4592,3,810,165,14,25,25,1
1076,3,625,205,0,14,85,1
2964,3,615,115,4,130,1,1
1262,4,360,169,1,183,22,0
5136,3,572,78,10,54,156,1
4084,3,860,110,14,65,163,1
3414,3,1165,70,17,228,12,1
1095,3,1250,220,0,102,15,0
1578,3,875,99,1,108,22,1
6493,3,980,65,7,55,112,0
1639,3,1230,230,2,82,38,1
4070,3,935,95,14,65,113,1
3315,4,400,80,14,71,78,0
4269,3,745,75,14,65,68,0
4943,3,515,76,10,54,89,0
590,3,595,160,1,1,43,0
1110,3,825,103,4,130,42,1
407,4,405,65,2,65,60,0
3222,3,1130,70,17,138,60,1
1991,3,710,210,2,88,2,0
3657,3,763,154,8,90,7,1
1466,3,1220,50,17,23,77,1
4236,4,455,120,14,171,6,0
3683,4,370,90,8,198,5,0
4302,3,830,127,8,130,153,1
49,3,660,71,1,1,33,1
6738,3,524,96,7,6,43,0
192,3,1270,73,1,1,45,0
1615,3,665,90,17,0,33,0
6285,3,360,155,7,67,24,1
7217,3,503,86,12,129,124,0
98,3,59,213,5,6,9,0
6493,4,435,125,9,19,5,0
1241,4,383,63,4,120,7,1
1834,3,725,369,0,14,3,1
634,3,365,125,13,65,39,0
3830,3,585,126,8,54,127,0
2226,3,640,110,11,125,0,0
4741,3,905,59,7,237,10,0
6975,3,587,111,7,65,163,0
5278,3,900,64,10,41,7,1
762,3,587,110,16,4,24,0
6661,3,932,36,7,0,206,0
7395,3,795,116,10,53,27,1
3332,3,350,70,14,107,2,0
6674,3,370,134,7,94,24,0
5549,3,1095,72,10,188,7,1
349,4,450,321,0,0,39,1
7282,3,1194,77,12,90,20,0
1773,3,1125,250,17,128,15,1
267,3,625,155,17,1,109,1
5455,3,756,94,10,138,7,0
1047,3,915,172,0,65,0,1
4,3,745,335,2,2,9,1
3355,3,590,85,14,71,204,0
1576,3,680,106,1,108,39,0
4149,3,570,95,14,65,44,0
944,3,525,144,1,102,1,0
6919,3,910,90,7,24,6,1
3627,3,660,110,14,183,160,0
1052,3,865,85,17,202,33,1
620,3,420,199,5,162,9,1
125,3,1125,240,13,129,24,0
6463,3,375,95,7,127,15,0
4266,3,635,87,8,25,100,1
272,3,850,70,17,205,66,0
2634,4,453,65,12,108,92,1
521,3,570,55,17,73,50,0
4041,3,995,55,14,156,6,0
3238,4,415,85,17,64,48,1
6399,4,360,88,7,65,43,1
1718,3,510,130,2,65,35,1
5206,3,811,58,10,74,7,0
4474,3,410,82,7,236,4,0
374,3,410,205,2,60,6,0
1715,3,885,154,1,88,37,0
6396,3,420,121,9,128,42,0
2185,3,1080,78,1,83,40,0
6567,3,802,58,9,64,5,0
4461,3,674,106,7,228,10,1
683,3,815,95,1,5,12,1
42,3,1380,423,13,11,24,1
1296,3,620,210,17,162,45,1
79,3,985,187,4,82,13,0
128,3,600,80,17,2,18,1
1522,3,1055,65,4,106,5,1
1185,3,1290,135,4,5,3,1
1468,3,535,85,2,71,26,0
1663,3,677,114,4,5,45,0
367,3,875,118,1,1,21,1
705,3,1069,275,1,108,12,1
486,3,713,194,13,73,20,1
1056,4,375,235,17,128,33,0
7331,3,684,91,10,19,7,1
6251,3,606,129,7,6,114,0
1923,3,990,95,17,126,10,1
1992,4,425,65,17,197,56,1
2260,3,465,129,4,183,7,1
4991,3,380,81,10,59,7,0
589,3,800,210,2,56,2,0
4575,3,970,115,14,108,25,0
193,3,968,125,15,88,7,0
4674,3,995,108,7,233,10,0
6871,3,755,102,7,6,199,1
696,3,720,290,17,2,41,1
2946,3,1070,51,12,60,12,0
5431,4,410,137,10,37,7,0
410,4,365,70,17,75,48,0
2944,3,710,72,12,108,92,0
3832,3,490,70,17,30,59,1
2341,3,1175,71,4,25,109,0
2236,3,1160,130,2,1,2,0
6840,3,639,80,7,170,18,1
276,3,1340,280,2,2,19,1
1117,3,465,95,17,123,61,1
1492,3,927,132,15,22,68,0
708,4,456,108,15,66,7,0
852,3,1119,98,15,22,7,0
173,3,783,38,6,11,23,1
4148,3,595,95,14,18,6,1
669,3,645,120,17,133,3,0
3425,3,775,95,17,5,12,1
3073,4,385,90,17,80,41,0
655,3,630,75,17,4,66,0
2817,3,1195,64,12,2,33,0
5948,3,645,72,11,65,51,1
4075,3,725,42,8,130,194,0
1754,3,690,260,4,2,7,1
807,4,420,320,1,88,12,0
2659,3,1010,180,11,64,2,0
2884,3,775,75,14,141,2,0
4197,3,740,95,14,44,6,1
4037,3,780,75,8,93,9,1
1474,4,455,215,4,22,4,0
257,3,990,360,2,82,33,0
976,3,944,201,13,6,20,1
1962,3,430,110,4,130,22,0
1099,3,990,55,17,103,60,1
1235,3,365,125,5,15,42,0
2642,3,545,81,11,102,118,0
6756,3,620,147,9,131,60,0
1102,3,569,150,0,14,6,1
2806,3,886,194,11,14,43,0
1602,4,360,100,2,125,2,1
237,3,565,80,17,196,10,1
5073,4,435,91,10,109,7,0
1267,4,360,57,1,83,22,0
263,3,865,350,2,129,15,1
1184,4,410,200,2,1,6,0
6390,3,1140,126,9,136,39,1
326,3,480,210,17,4,49,1
2467,3,1245,130,17,1,18,0
309,3,640,230,2,65,12,1
216,3,1200,214,0,14,86,1
4994,3,851,142,10,54,108,1
1945,3,903,99,4,88,5,1
527,4,427,113,13,65,41,0
7077,3,1334,59,10,129,147,0
1928,3,595,100,2,2,18,0
6832,4,380,88,7,170,18,1
6843,3,346,32,7,99,29,0
6847,3,1240,80,7,170,18,1
16,3,790,325,6,11,45,1
3709,3,1160,94,8,129,5,1
3946,3,570,86,8,171,160,0
3150,3,725,157,11,86,51,1
454,3,360,150,3,21,15,0
4139,3,1185,78,8,25,81,1
7049,4,438,58,7,55,110,0
1741,3,905,143,1,88,76,0
1566,3,710,55,17,73,50,1
2798,3,875,149,4,54,207,1
2038,3,1060,220,17,30,61,1
6405,3,498,77,9,54,153,1
1453,3,370,184,4,83,4,0
865,3,475,171,13,15,6,0
6701,4,380,128,7,26,24,0
107,4,375,125,17,137,22,1
5474,3,895,84,10,54,192,0
662,3,1180,155,2,71,5,1
2620,3,870,105,17,55,64,0
1561,3,1125,285,2,65,18,1
2300,3,980,154,4,54,35,0
605,4,380,80,0,84,0,0
3509,3,1080,210,17,6,22,1
4497,3,850,169,7,73,10,1
3072,3,610,63,7,135,30,1
1428,3,790,250,2,187,9,0
